first_competitor,second_competitor,category_id,match_id,winner,description
"",1500137,51788847,19365581,1500137,Runda 4
1800413,1700490,61884057,19367741,1800413,Runda 1
1600134,1700483,50301810,19372713,1600134,1/2 F
1500142,1501123,27128001,19374436,1501123,Runda 2
1500426,1500408,91537656,19374917,1500408,1/2 F
1800376,1500692,87500211,19378880,1500692,1/16 F
1900338,1600502,44560123,19379289,1600502,Runda 1
1500209,1500196,51060221,19382086,1500196,Runda 1
1900364,1700071,95092320,19386501,1700071,1/2 F
2000188,2000206,82742342,19390909,2000206,Runda 3
1600166,1500472,95935534,19392476,1500472,1/4 F
1600040,1600052,60930270,19394880,1600052,Runda 1
1500443,1600312,7876993,19398465,1500443,Runda 1
1700353,1600310,92305110,19400027,1700353,Runda 2
1500381,1600297,75327612,19400028,1500381,Runda 5
1500391,1600311,31624217,19405346,1500391,Runda 3
1700035,1500134,54495950,19431691,1500134,Runda 2
1700416,1600101,75975828,19434548,1700416,Repasaż F
1500682,1600267,26633444,19436057,1500682,Runda 1
1900360,1600311,65591273,19436425,1900360,Runda 1
1500209,1800031,59107161,19442919,1500209,Runda 1
1600248,1700253,23936086,19445792,1600248,Runda 2
"",1500019,7872133,19453117,"",Runda 3
1900260,1900378,34510789,19453577,1900260,Runda 4
1900087,1900084,63807572,19453618,1900084,Runda 1
1800093,1800404,29342106,19456541,1800093,Runda 2
1700453,1900109,68652617,19456927,1700453,Finał I-II
1800018,1800413,59350296,19458163,1800413,1/2 F
1600558,1500693,81080565,19459597,1500693,Runda 2
1500438,1500371,27844771,19459826,1500438,Eliminacje
1500279,1500270,91178080,19467146,1500270,Runda 2
1600269,1700110,30375024,19468112,1600269,Runda 3
1500395,1501116,93495861,19472564,1501116,Runda 4
1500009,1500106,93999740,19475617,1500009,Eliminacje
1600594,1501027,52796714,19481687,1501027,Runda 2
1700378,1500635,25581776,19481828,1500635,Runda 1
1500099,1600024,77828668,19484831,1500099,1/4 F
"","",45332641,19486146,"",Finał III-V
1600087,1600247,22058627,19486203,1600247,1/4 F
2000194,2100187,4395138,19486243,2000194,1/4 F
1600467,1600459,35151883,19486340,1600467,Runda 4
1600431,1500379,95873121,19488294,1600431,Runda 1
1500790,1500664,36246233,19488685,1500790,Runda 3
1500419,1500315,93420275,19489729,1500419,Repasaż 2
1700153,1600351,69866915,19491248,1600351,1/4 F
1500853,1500394,33438043,19492524,1500394,Runda 2
2000101,1600615,95092320,19496513,2000101,Runda 2
1500006,1500342,77352352,19497820,1500006,Runda 3
1700293,1700299,6690909,19498217,1700293,Finał I-II
1501100,1500141,42803173,19498385,1501100,Runda 3
1500699,1500322,77933932,19500090,1500322,Runda 3
1900395,1900331,75116456,19503458,1900331,Runda 4
1700512,2000033,83765093,19508458,1700512,Finał I-II
1900132,1900238,6453084,19511826,1900132,Runda 5
1500215,1500282,7871717,19519330,1500215,Runda 1
1800144,1700142,77592887,19523018,1800144,1/4 F
1500375,1600449,91877118,19523635,1500375,1/8 F
1800216,1800220,29395197,19524464,1800220,Finał III-V
1500373,1500526,81177084,19524625,1500373,Runda 3
1500394,1501200,18667231,19527044,1500394,1/4 F
1500435,1500873,11465042,19538790,1500873,Runda 2
1800412,1900319,30357357,19540907,1900319,Runda 3
1500677,1500971,47165986,19542488,1500971,Runda 2
1500351,1500141,51239959,19546508,1500351,1/2 F
1700001,1500213,69174170,19558718,1700001,Runda 1
1700114,1600249,49453771,19560514,1700114,Runda 5
1500093,1500138,8372209,19561896,1500093,Repasaż 1
1700310,1700346,18858722,19563166,1700310,1/4 F
1800072,2000198,79830284,19564824,1800072,1/2 F
1500328,1600268,30134491,19567730,1600268,Runda 3
1900409,1500160,18091940,19567914,1500160,Runda 1
1900325,1900379,42539517,19572970,1900379,Finał III-V
1800342,1700055,10852279,19575154,1700055,Runda 3
1900407,1500382,25916832,19575382,1500382,Finał I-II
1900075,1700134,33104128,19576179,1700134,Runda 3
1500112,1600280,29332591,19577254,1500112,Runda 3
1500270,1500274,16190206,19583647,1500270,1/2 F
1800208,1800091,54997172,19583780,1800208,Runda 1
1500237,1500290,98531034,19588433,1500237,Runda 1
1700371,1700029,79893187,19594249,1700371,Runda 4
1500086,1500050,46304675,19596445,1500050,1/4 F
1600502,2000021,22094829,19601210,2000021,1/2 F
1500392,1500421,99830696,19607022,1500392,Runda 3
1500533,1500335,69517472,19609263,1500533,Runda 5
1700141,1500330,51081004,19614823,1500330,Runda 2
1500433,1600412,40392423,19629468,1500433,Runda 2
1700194,1800102,61363141,19632141,1700194,Repasaż 1
1500217,1600024,5734892,19634430,1500217,Runda 2
1900320,1700385,49752941,19639428,1700385,Runda 2
1500099,1800031,19039904,19642212,1500099,Runda 3
1700201,1600123,38900452,19646172,1700201,1/8 F
2100191,2100228,25862419,19651857,2100191,Runda 2
2000032,1700175,82586349,19652905,1700175,Finał I-II
1500239,1700117,15205627,19656117,1700117,1/2 F
1500268,1500587,15205627,19656895,1500587,1/2 F
1700028,1900332,42559292,19659164,1700028,Runda 1
1500671,1600294,98675396,19659344,1500671,1/8 F
1500142,1600409,35488692,19659936,1600409,1/2 F
1700353,1800098,39657004,19660325,1800098,Runda 2
1700538,1700224,87691394,19662320,1700224,Runda 3
"","",64612319,19670663,"",Runda 2
1500587,1500717,79773226,19679890,1500587,1/4 F
1500410,1500612,75326229,19680972,1500612,Finał III-V
1500542,1600116,45567153,19681962,1500542,1/2 F
1600604,1700356,25581776,19685303,1600604,Runda 3
1700001,1800002,96741515,19691016,1700001,Runda 3
1700538,1700353,80236904,19693229,1700353,Runda 2
1500645,1500789,18266294,19710886,1500645,Runda 3
1600294,1500533,63100311,19718663,1600294,1/8 F
1800100,1600148,31141959,19719901,1600148,Runda 1
1500403,1500004,11759021,19734698,1500004,Repasaż F
1900357,1600431,14994860,19740230,1600431,1/8 F
1500655,1500335,75326229,19741883,1500655,Repasaż 1
1500395,1500382,63862941,19749943,1500382,Runda 4
1600134,1501188,66739319,19756869,1600134,Runda 1
1500214,1500266,94105020,19764557,1500214,1/8 F
1500394,1500587,47663882,19764564,1500394,Repasaż F
1500612,1500335,58703863,19766897,1500612,Runda 2
1500066,1500071,62140813,19771711,1500066,1/2 F
1600356,1600369,63009494,19777009,1600356,Runda 2
1600423,1500916,18393639,19798164,1500916,Runda 2
1700487,1900105,5481615,19799125,1700487,1/4 F
1600185,1600604,73390348,19805499,1600604,Runda 3
1800403,2100183,36986180,19817913,1800403,Runda 2
1600431,1500326,49916389,19820291,1500326,1/2 F
"",1500315,73838488,19823677,"",1/4 F
1500123,1500115,44083364,19828850,1500123,Finał III-V
1501107,1500426,15055009,19833281,1501107,Runda 4
1600268,1800003,99902521,19834329,1800003,Runda 3
1600450,1600268,65287440,19834502,1600450,Finał I-II
1500404,1500323,82523178,19835742,1500404,1/2 F
1500066,1500216,57714498,19839668,1500066,1/2 F
1600604,1600094,41954740,19844508,1600604,Runda 2
1600542,1500936,59913167,19845433,1600542,1/4 F
1900306,1900362,31503181,19852543,1900306,Runda 3
1500669,1500790,36246233,19855108,1500790,Runda 2
1700256,1700260,6738363,19856481,1700256,Repasaż F
1500101,1500290,82284663,19857773,1500101,Finał I-II
1700015,1500209,50548384,19866756,1700015,Runda 2
1800174,1800099,12243801,19868648,1800174,Runda 5
1600531,1700254,98021774,19868663,1600531,Finał I-II
1600094,1800062,76261277,19878778,1800062,Repasaż 1
1600531,1800415,84159723,19878940,1600531,Runda 2
1700127,1700131,118009,19888816,1700127,Runda 1
1600185,1700353,73390348,19892505,1600185,Runda 1
1500337,1500239,21934403,19896727,1500239,Eliminacje
1500329,1500095,17169936,19901917,1500329,Runda 1
1500434,1600514,78213154,19902798,1500434,1/2 F
1700027,1700031,14224843,19905401,1700031,Runda 3
1500299,1600299,46770010,19912334,1500299,Runda 2
1500408,1500416,40458260,19917274,1500408,Runda 1
1800385,1500693,14994860,19921084,1500693,1/8 F
1500960,1500969,56393614,19922200,1500969,Runda 1
1700201,1700166,44570856,19932776,1700201,Runda 1
1500533,1700242,96048160,19934153,1500533,Runda 1
1500181,1700008,93999740,19934618,1500181,1/4 F
1500215,1501187,43493320,19934915,1500215,Runda 3
1501132,1501190,60095819,19935790,1501190,1/4 F
1700260,1700390,95756243,19936463,1700390,Repasaż 1
1900271,1800324,96255741,19941714,1800324,Runda 3
1600094,1700167,71034843,19946337,1600094,Runda 3
1700091,1600305,63903257,19951107,1600305,Runda 2
1500310,1600434,40114290,19959452,1600434,Runda 3
1600297,1700114,9862944,19959682,1700114,Runda 5
1500438,1501182,62127922,19963782,1500438,Runda 1
1500383,1700114,95780294,19964255,1500383,Finał I-II
1900308,2000094,519563,19970190,2000094,Runda 3
1501184,2000096,10498398,19970968,1501184,Runda 2
1500018,1500976,95544472,19980997,1500976,Eliminacje
1500587,1500426,48373217,19983876,1500426,Runda 1
1600428,1700113,3088118,19992103,1600428,Eliminacje
"","",38698196,19997133,"",1/8 F
1700538,1900067,88821258,19999405,1700538,Runda 3
1800238,1800247,64338765,20014965,1800247,Eliminacje
1900145,1800112,68959122,20016752,1800112,Runda 2
1600115,1600251,93410434,20023735,1600115,1/4 F
1501199,1500443,63124280,20026014,1500443,Runda 1
1700152,1600473,99253438,20027335,1700152,1/4 F
1600301,1600419,31389450,20027788,1600301,1/8 F
1700117,1500725,11411463,20030500,1700117,Repasaż F
1501199,1500359,86679248,20031488,1500359,Runda 5
1700027,1800366,92981581,20036198,1800366,1/2 F
1500426,1500718,68295164,20039672,1500718,Runda 1
1800096,2000004,84119223,20043141,1800096,Runda 5
1501125,1500977,33543133,20047159,1500977,1/2 F
1500162,1500950,21946559,20050402,1500162,Runda 3
1700513,2100243,41274886,20055865,1700513,Runda 3
1500422,1600530,96524359,20062028,1500422,Runda 2
1500143,1500214,49023133,20073710,1500143,Runda 2
1600094,1500156,2599914,20075619,1500156,Runda 3
1600027,1500267,98175431,20078349,1500267,1/4 F
1500422,1700141,29609875,20080022,1700141,Runda 5
1800017,1800395,86085181,20081781,1800017,Runda 3
1600083,1500447,93607332,20084116,1500447,1/2 F
1500354,1500156,1262951,20085976,1500156,1/2 F
1500660,1600390,18266294,20090841,1500660,Runda 3
1700153,1600618,50301810,20098194,1700153,Repasaż 1
1600251,2000021,40562997,20099022,2000021,Runda 4
1500408,1500673,66606640,20108720,1500408,Runda 3
1900311,1800413,59761062,20109089,1900311,1/4 F
1600214,1500048,70081078,20112200,1600214,Eliminacje
1500375,1500394,47663882,20113973,1500375,1/8 F
1500693,1500394,54144500,20122319,1500394,1/4 F
1800172,1800051,72710890,20126507,1800172,Runda 2
1500207,1500100,59254820,20129432,1500100,Runda 3
1600289,1500400,91877118,20130196,1500400,1/8 F
1600266,1600118,44160346,20134730,1600118,Runda 2
1500214,1800017,72372106,20135829,1500214,Runda 2
1500299,1501016,68991466,20136579,1501016,Runda 1
1500365,1500070,23573209,20138495,1500070,1/4 F
1600250,1700153,39716829,20147098,1600250,1/2 F
1700538,1800062,72057655,20150077,1800062,Runda 1
1500428,1500446,78427417,20154031,1500428,Runda 3
1500410,1600434,96322637,20155314,1500410,Runda 3
1501107,1500408,58407187,20155755,1501107,1/2 F
1700154,1900213,24419397,20158238,1700154,Repasaż 1
1900040,1900261,96557345,20161713,1900040,Eliminacje
1900381,2000223,58298903,20164910,1900381,Runda 5
1600024,1500217,34131380,20166887,1500217,Runda 1
1600514,1700201,96823457,20167049,1600514,1/2 F
1800418,2000087,84119223,20167660,1800418,Runda 5
1500418,1500104,9360899,20168638,1500104,Runda 2
1500358,1500694,25532992,20168974,1500694,Repasaż 2
1700256,1600268,6738363,20169317,1700256,Finał III-V
1800208,1700531,54997172,20170402,1800208,Runda 2
1500001,1500160,95690705,20172506,1500160,Eliminacje
1600605,1600087,73390348,20172721,1600087,Runda 1
1500827,1500401,26624213,20175870,1500827,1/2 F
1800062,1900104,87691394,20177666,1900104,Runda 3
1700153,1700071,91856158,20178506,1700071,Runda 2
1500148,1500098,61593159,20182258,1500098,Runda 1
1800114,1800093,35081758,20189655,1800114,Finał III-V
1500215,1500673,36578971,20192532,1500215,Runda 3
1600145,1700285,83537649,20198348,1700285,Runda 3
1500007,1500379,74869008,20200245,1500007,Runda 3
1500329,1500601,60803593,20209432,1500329,Runda 2
1700512,1600340,80104603,20210551,1600340,Runda 1
1500682,1500093,14686662,20210606,1500093,Runda 1
1600373,1600419,8881609,20212710,1600419,Runda 2
1600302,1600372,55599796,20213400,1600302,Runda 3
1600403,1600025,13698246,20213809,1600025,Runda 2
1500957,1500093,81756714,20221437,1500093,1/2 F
1800071,1700464,89432655,20224284,1700464,Runda 1
1500612,1501184,15113233,20225475,1501184,Runda 1
1600531,1600458,82320196,20227979,1600531,Runda 1
1700114,1500382,61535581,20228649,1500382,Finał I-II
2000031,1600115,20965618,20240299,1600115,1/2 F
1500156,1500626,74001879,20240395,1500626,1/2 F
1700114,1500382,61535581,20243061,1500382,Finał I-II
1700141,1500845,16641577,20244114,1500845,1/2 F
1500950,1600230,14327033,20247580,1500950,Eliminacje
1800060,1500299,99653978,20248662,1500299,1/2 F
1600248,1700353,79405186,20260165,1600248,Runda 1
2000084,2100226,91496194,20262584,2000084,Runda 1
1500833,1501172,48205099,20271037,1501172,Runda 1
1700027,1900344,51580297,20277135,1900344,Runda 1
1900036,1800411,73438285,20288029,1800411,Runda 2
1700015,1500955,39724785,20295080,1500955,Runda 2
1600088,1600502,93546453,20298270,1600088,Finał I-II
1600585,1700367,20342273,20298396,1600585,Runda 3
1800015,1900091,30038603,20299184,1900091,Runda 1
1600428,1500419,41278846,20313955,1600428,1/2 F
1500279,1500286,64306409,20314207,1500286,Runda 2
1600088,1700400,95200084,20315604,1600088,1/8 F
1500383,1600297,94034732,20316819,1600297,Runda 1
2000187,1800338,32757348,20320661,1800338,Runda 3
1900287,1700055,10852279,20320906,1900287,Runda 1
1700277,1700523,21642343,20321883,1700277,Runda 5
1900381,1800207,41647131,20327257,1800207,Runda 2
1500217,1600192,8000030,20329089,1500217,Finał I-II
1500404,1500379,26792541,20329637,1500404,Repasaż 1
1500102,1600514,91847080,20330659,1500102,Eliminacje
1800017,1500213,81490474,20331282,1500213,Finał I-II
1500401,1501107,36479662,20331698,1501107,Runda 1
1700385,1600531,54290208,20333229,1700385,Runda 3
1500382,1500827,33565274,20336653,1500382,Runda 2
1501192,1800232,40562997,20348889,1800232,Runda 5
1900251,2000177,57525529,20349869,1900251,Runda 1
1500416,1500381,95470660,20351263,1500416,Runda 1
1800322,1900104,43746891,20353343,1900104,Runda 2
1501184,1800359,54302056,20355816,1501184,Runda 3
1800070,1800326,81867165,20359698,1800070,Runda 1
1600299,1700398,48562452,20367408,1600299,Runda 1
"",1500339,60095819,20367981,"",Repasaż 3
1500210,"",78769681,20370066,1500210,Finał III-V
1501190,"",60095819,20370634,1501190,1/8 F
1500449,1800387,5634925,20374788,1500449,Repasaż 1
1500380,"",84383667,20384465,"",Runda 4
1500148,1500438,41884043,20386287,1500148,Runda 3
2000182,2000263,22562075,20387836,2000182,Runda 2
1500311,1700418,52414552,20388041,1700418,Repasaż F
1500214,1500213,65849337,20390744,1500214,Runda 2
1900163,1800127,78152294,20402701,1800127,Eliminacje
1500002,1500066,50159026,20403161,1500066,Runda 3
1500095,1500093,65247383,20403766,1500095,Runda 3
1600149,1600155,99228686,20405288,1600149,Repasaż 2
1600118,1600094,6455460,20408204,1600094,Repasaż F
1500104,1500631,23131273,20427537,1500631,Finał I-II
1600247,1700353,97883914,20427608,1600247,1/4 F
1800221,1800195,43210379,20429059,1800221,1/2 F
1500383,1500410,23404458,20431703,1500383,Runda 3
1800038,1800323,47194483,20432108,1800323,1/8 F
1900153,1900242,54565555,20440689,1900153,1/2 F
1501107,1500006,78242541,20448367,1500006,Runda 5
1600450,1800364,39484878,20455739,1800364,1/4 F
1800208,1700201,37908341,20477719,1700201,Runda 3
1700390,1800356,32057486,20479415,1700390,Runda 2
2000283,2000044,39571540,20480570,2000044,Runda 2
1500215,1600022,48889956,20484647,1500215,Runda 2
1500533,1500335,69517472,20491311,1500335,Runda 1
1500537,1500542,45867075,20498040,1500542,Runda 2
1500426,1700114,7720304,20499939,1500426,1/2 F
1500428,1500342,48850037,20505758,1500428,Runda 4
1501112,1600427,91877118,20510438,1501112,Eliminacje
1700127,1700144,55762052,20511369,1700144,Runda 3
1900376,2000187,32757348,20521311,1900376,Runda 2
1700331,1700537,95693207,20526545,1700331,Runda 3
1700116,1700256,13275347,20530795,1700116,Repasaż F
1500327,1500442,75877851,20537052,1500442,Runda 3
1800064,1800052,71616537,20541767,1800064,1/8 F
1500268,1500157,23369615,20543371,1500268,Finał III-V
1500299,1700451,23824590,20543924,1500299,Runda 5
1500010,1500217,43744084,20550767,1500217,Runda 2
1500383,1500612,95478612,20561762,1500383,Runda 3
1500329,1500443,7876993,20562129,1500329,Finał I-II
1500380,1500397,61866354,20562439,1500397,Runda 1
1700083,1800052,89432655,20565324,1700083,Runda 2
1700155,1600367,43060037,20565854,1700155,Finał III-V
1600337,1600340,46442357,20566798,1600340,Runda 2
1600615,1700071,95092320,20570895,1700071,Runda 3
1600373,1501182,47194483,20584393,1501182,1/4 F
1500449,1800392,14354435,20584578,1800392,Runda 1
1600566,1500288,16550846,20589954,1500288,Runda 4
"",1500977,89541058,20591571,1500977,Eliminacje
1700512,1800094,1850364,20596135,1700512,1/16 F
1600288,1500438,84258215,20598745,1500438,Runda 3
1700072,1700061,3042459,20607089,1700061,Runda 1
1500101,1500138,78121789,20607958,1500101,Runda 1
1500066,1500188,82802453,20608175,1500188,1/4 F
1500443,1500156,40478364,20612480,1500156,Runda 1
1500816,1500138,17812132,20613054,1500138,Repasaż 1
1600115,1600514,44508455,20614133,1600115,Runda 2
1600085,1600137,25336991,20616476,1600137,1/4 F
"","",38698196,20617864,"",Eliminacje
1500008,1500217,93546621,20626373,1500008,Finał I-II
1600114,1500483,4165121,20626891,1600114,Runda 1
1600502,2000192,40562997,20628707,2000192,Runda 5
1500845,1600604,68076709,20633423,1500845,Runda 3
1501188,1700354,50663588,20634388,1501188,1/4 F
1500213,1700001,65849337,20637637,1700001,Runda 5
1700404,1600268,90562363,20641899,1600268,Runda 4
1600403,1500158,44889034,20642831,1600403,Repasaż 1
1800193,1600297,30798286,20642896,1800193,Runda 3
1600115,1800093,19157921,20643726,1800093,Runda 5
1700513,1700505,34008020,20648860,1700513,Runda 1
1800098,1700230,20426497,20649004,1800098,Runda 5
1600450,1500101,11383760,20650763,1600450,Runda 2
1500157,1500285,79143100,20660815,1500157,1/4 F
1500083,1500250,69752400,20666634,1500250,Runda 1
1600042,1600269,57871007,20669621,1600042,Runda 2
1600478,1600284,73848237,20672342,1600284,Repasaż 1
1900250,1800080,97056983,20680171,1800080,Runda 2
1800031,1500217,19039904,20681439,1500217,Runda 1
1500070,1500818,21672731,20686463,1500070,Runda 3
1600214,1800032,54597377,20686831,1600214,Repasaż 1
1700144,1700298,36385156,20693420,1700144,Runda 2
1800172,1900207,44543891,20698841,1800172,Runda 1
1700367,1600058,96524359,20700100,1700367,Runda 5
1500205,1500077,54967239,20710103,1500077,Eliminacje
1600247,1600087,34202361,20711512,1600247,Runda 4
1900089,1900041,14885204,20712611,1900089,Runda 3
1700297,1700244,31676354,20713493,1700297,1/2 F
1501140,1501138,70338558,20714194,1501138,Finał I-II
1500950,1500012,25168831,20728901,1500012,Runda 3
1700356,1500635,25581776,20729067,1500635,Runda 3
1500382,1500429,49238015,20734879,1500382,Runda 4
1500346,1600085,62814081,20738483,1500346,Repasaż 2
1800366,1900238,56130638,20741274,1800366,Finał I-II
1600605,1600263,64329928,20744930,1600263,Runda 3
1600428,1600430,69833493,20752622,1600428,Runda 2
1700086,1900279,99540837,20763000,1900279,Finał I-II
1700025,1800417,75524600,20774299,1700025,Runda 2
1600461,1700495,42461830,20784337,1600461,Runda 2
1800403,2100182,36986180,20784638,2100182,Runda 5
1500283,"",61313698,20794418,1500283,1/4 F
1500135,1600324,15055009,20797584,1500135,Runda 5
1500329,1501109,76725691,20800250,1500329,Runda 3
1600251,1700531,72248662,20804217,1600251,Runda 1
1500404,1500459,24299365,20805247,1500404,1/2 F
1500156,1500540,5154566,20806121,1500540,Runda 2
1600171,1500284,84824844,20809105,1500284,Eliminacje
1500268,1500950,28905273,20810063,1500268,Runda 2
1500328,1500861,25203234,20815829,1500328,1/2 F
1500395,1500429,52414552,20827451,1500429,1/4 F
1700197,1700274,42644325,20827978,1700274,1/2 F
1700254,1600058,36971909,20834012,1600058,Runda 3
1900122,1900032,92138464,20841196,1900122,Finał III-V
1501194,1500745,50828415,20847036,1501194,Runda 2
1600542,1500907,69523891,20850325,1500907,Repasaż 2
1700356,1700065,66669916,20859292,1700356,Runda 2
1800410,2000130,61884057,20861046,1800410,Runda 3
1600297,1500410,21199026,20863540,1600297,Runda 1
1500163,1500955,97666246,20864831,1500955,Runda 4
1500955,1500118,48690132,20866794,1500955,Runda 5
1500955,1800392,2789810,20882314,1800392,Runda 2
1600428,1500423,73569432,20889588,1500423,Runda 5
1600443,1800031,25834413,20909126,1800031,Runda 3
1700175,1700144,41954740,20911718,1700175,Runda 3
1500140,1600207,95041369,20920098,1500140,Runda 3
1500190,1500143,7871717,20920579,1500143,Runda 3
1800308,1800282,46112907,20921365,1800282,Runda 2
2100279,2100225,83251034,20921983,2100279,Runda 2
1500144,1600205,44741179,20934630,1500144,Runda 1
1900071,1800306,55843849,20935069,1800306,Runda 3
1900060,1700230,48751304,20938117,1900060,Runda 4
1500163,1800007,36121827,20938735,1500163,Runda 2
1500114,1500270,11355478,20941826,1500270,Runda 1
1600420,1700157,86772301,20951796,1600420,Runda 4
1500326,1500370,13554318,20958338,1500326,Runda 3
1600094,1600531,15897948,20969532,1600094,1/2 F
1500428,1500818,54782889,20976913,1500428,Runda 3
1500342,1500239,96724494,20989480,1500342,Runda 3
1700127,1700331,36385156,20993113,1700331,Runda 1
1500548,1500477,55572340,20995975,1500548,1/2 F
1900041,1800091,75276882,21009551,1800091,Runda 2
1500008,1700144,48924757,21014149,1500008,1/2 F
1700071,1700352,99528524,21017413,1700071,Finał I-II
1500720,1600213,95544472,21030035,1500720,Eliminacje
1800024,1800022,96642884,21030922,1800022,Runda 2
1501110,1500093,60803593,21049230,1500093,Runda 3
1600408,1500395,30795870,21055162,1500395,Runda 1
1700114,1500410,41037331,21055696,1700114,1/8 F
1700117,1500570,84193219,21088983,1500570,1/2 F
1600094,1700353,18195816,21094540,1600094,Runda 5
1900382,1900402,53919150,21095564,1900402,Runda 4
1500540,1800393,74001879,21097222,1500540,Runda 1
1900074,1900065,99718263,21101269,1900074,Runda 3
1700531,1800366,96899851,21105546,1800366,1/2 F
1500375,1500226,69302913,21108978,1500375,1/4 F
1500210,1700168,90863425,21110502,1500210,Runda 2
1500461,1700108,32104294,21115517,1500461,Runda 5
1500631,1500104,23131273,21116504,1500104,Runda 3
1500182,"",38698196,21116599,"",Repasaż 3
1800232,1800350,72710890,21121063,1800232,Runda 1
1500379,1500311,55804634,21123133,1500379,Runda 3
1500332,1501086,22750365,21124070,1501086,Finał III-V
1800392,1800364,47760057,21134513,1800392,Finał I-II
1800261,1700134,94398353,21136746,1700134,Repasaż 1
1600507,1500371,3752136,21136846,1600507,1/2 F
1600127,2000066,79114698,21140085,1600127,Runda 2
1700332,1600249,70454331,21140224,1700332,Finał I-II
1500149,1500141,92405281,21140434,1500141,Runda 1
1501090,1600426,17754166,21150473,1501090,Runda 2
1600087,2000007,64291308,21155850,1600087,Runda 3
1800063,1500692,85204930,21156864,1800063,1/4 F
1600192,1500158,8000030,21157712,1600192,1/2 F
1500209,1600403,56306393,21158636,1500209,Runda 2
1700159,1700482,57196500,21158650,1700159,1/2 F
1600191,1500377,66099969,21161335,1600191,Runda 3
1500321,1500570,56194668,21161595,1500570,1/4 F
1500435,1501182,93074243,21164488,1501182,Runda 2
1500613,1500322,51903342,21165393,1500613,1/2 F
1600421,1600531,57511183,21168444,1600421,Eliminacje
1500682,1500093,3944566,21174051,1500093,Runda 3
1700256,1600087,95223521,21177382,1700256,Runda 1
1800112,1800157,22855180,21178005,1800157,Runda 2
1500426,1600431,64882434,21192806,1500426,Runda 3
1500165,1500041,32661036,21195377,1500165,Runda 1
1500929,1500353,53294265,21195498,1500353,Finał III-V
1500008,1500101,74021166,21197921,1500008,Runda 4
1500160,1500106,73073190,21199010,1500160,Runda 4
1600263,1700256,97643775,21200735,1600263,Eliminacje
1500271,1800044,15983070,21204125,1500271,Runda 1
1500329,1500443,1531665,21208995,1500329,Runda 3
2100228,2100201,25862419,21223027,2100228,Runda 1
1500915,1500908,72792807,21224757,1500915,Runda 1
1600619,1600514,78213154,21230774,1600514,1/4 F
2000175,1600391,42644325,21234796,1600391,Eliminacje
1500101,1500112,35444402,21247765,1500112,Runda 1
1600458,1500899,32253771,21253794,1500899,1/2 F
1501171,1500626,75633969,21255172,1500626,Runda 3
1600451,1500379,21437582,21260579,1500379,Finał III-V
1700127,1700123,61508159,21261674,1700123,Runda 3
1500769,1600371,59075934,21261677,1500769,Runda 3
1800082,1900071,55843849,21262129,1900071,Runda 5
1500071,1600032,79143100,21275526,1500071,Eliminacje
1500977,1500156,32350316,21284153,1500156,Runda 3
1500941,1500403,80735694,21285569,1500403,Runda 5
1500379,2000066,79114698,21285691,1500379,Runda 5
1700010,1500070,40630822,21287388,1700010,Runda 2
1600247,1501195,34202361,21287964,1600247,Finał I-II
1700016,1500118,55767279,21294189,1700016,Runda 1
1500420,1500331,31578984,21297398,1500331,Repasaż 2
1800285,1600297,22193020,21301391,1600297,Runda 1
1500915,1500615,72792807,21303674,1500615,Runda 5
1500718,1700401,7614259,21305808,1500718,Runda 2
1500410,1500612,18605435,21308238,1500612,1/2 F
1500890,1500805,95544952,21309098,1500805,Repasaż 2
1600482,1700497,18858722,21317404,1600482,Repasaż 1
1500055,1600243,54050326,21318632,1600243,Runda 3
1500283,1600173,84824844,21320965,1600173,Eliminacje
2000034,2000047,56130638,21324147,2000034,Runda 1
1800134,1800261,22263830,21328376,1800134,Runda 4
2000078,1500692,23173611,21340165,2000078,1/4 F
1500214,1700001,94105020,21340535,1500214,1/2 F
1500142,1500835,26159028,21346706,1500142,Finał III-V
1500403,"",57343099,21353105,1500403,1/8 F
1500376,1500462,73570621,21353813,1500376,1/2 F
"",1501163,57343099,21355008,1501163,Repasaż 3
1501199,1500841,62218317,21357388,1500841,Repasaż 1
1500101,1500258,13471207,21368785,1500101,Finał I-II
1600621,1600085,84250676,21370741,1600621,Finał I-II
1600407,1500976,90108102,21371476,1500976,Runda 2
1500394,1500942,95544952,21372671,1500394,1/2 F
1600081,1700115,74278427,21379769,1600081,Runda 3
1500394,1500932,84413057,21391185,1500394,1/8 F
1500001,1500160,42921805,21401092,1500160,Runda 1
2000328,2000188,82742342,21404191,2000188,Runda 1
1800015,1501184,86844854,21404823,1501184,Runda 1
1500010,1800006,85052503,21406606,1500010,Runda 2
1500858,1500862,98863791,21415710,1500862,Runda 5
1500873,1600294,76449082,21416797,1500873,1/8 F
1700478,1700464,11332111,21420664,1700464,Runda 2
1500106,1500149,92405281,21426298,1500106,Runda 3
1500118,1500163,48690132,21433138,1500163,Runda 2
1500885,1500863,72792807,21434183,1500885,Runda 1
1700307,1700247,75768718,21435543,1700307,Repasaż F
1600433,1600329,41828866,21439203,1600329,Runda 5
1600025,1500099,77828668,21439234,1500099,Finał III-V
1500074,1500072,21934403,21443805,1500074,1/8 F
1500955,1500163,13076543,21454820,1500955,Runda 2
1700058,1500649,36872396,21458946,1500649,Runda 3
1600495,1600604,1814756,21463049,1600604,Runda 2
1700130,1700171,9315105,21472899,1700130,Runda 1
1500977,1500360,13271618,21473077,1500977,Runda 3
