first_competitor,second_competitor,category_id,match_id,winner,description
1500217,1500360,26682904,21482893,1500217,Runda 1
1500909,1500889,25532992,21487002,1500889,Repasaż 2
1500897,1500933,21769819,21488473,1500933,Eliminacje
1700153,1700024,22094829,21495879,1700024,Eliminacje
1500237,1500377,9124615,21496707,1500237,Runda 2
1500460,1500376,52958387,21496960,1500376,Runda 3
1700015,1500099,75232635,21500625,1500099,Runda 3
1500717,1500436,22585027,21503846,1500717,1/4 F
1500214,1700001,66248046,21509523,1500214,1/2 F
1800031,1500112,86561837,21509971,1500112,Runda 4
1500288,1700117,16550846,21512095,1700117,Runda 1
1500401,1500440,4281721,21515264,1500401,1/2 F
1500423,1500586,3430485,21518410,1500423,Runda 2
1500447,1500160,71422583,21519654,1500160,Runda 1
1600263,1600087,6738363,21521396,1600263,1/4 F
1500568,1500605,91342889,21524528,1500568,Repasaż 1
1500867,1900356,60101699,21526273,1500867,Runda 2
1500399,1500375,69302913,21527766,1500375,Eliminacje
1900071,1700477,7568349,21534793,1900071,Eliminacje
1800337,1700061,28307265,21538178,1800337,Runda 2
1500329,1500361,70065070,21542490,1500329,1/2 F
1700175,1800062,95772107,21543662,1700175,Finał I-II
1600161,1700146,69694686,21543949,1600161,Finał III-V
1500329,1500380,82423534,21544132,1500329,Repasaż 2
1600522,1600531,82320196,21550007,1600531,Runda 2
1900319,1800403,21903384,21552415,1900319,Runda 1
1500391,1600487,73811360,21560277,1500391,1/4 F
1500217,1500955,93744135,21566918,1500217,1/2 F
1600514,1600115,96823457,21568888,1600514,1/8 F
1500377,1500092,20024699,21569724,1500377,Eliminacje
2000062,1500468,2789810,21572922,1500468,Runda 4
1500900,1500690,8628102,21576216,1500690,Runda 2
1700297,1900226,25980911,21583175,1700297,Runda 3
1500443,1500329,97094905,21593651,1500329,Runda 3
1500835,1500139,82690615,21594175,1500835,1/4 F
"","",68550815,21599866,"",1/4 F
1700162,1700453,71616537,21600648,1700162,1/2 F
1900128,1900160,56798544,21605369,1900128,Runda 2
1500209,1500217,50548384,21619601,1500217,Runda 3
1500101,1600268,77872119,21620181,1600268,Eliminacje
2000319,2000324,52458246,21620563,2000324,Runda 3
1500067,1500267,76451784,21622341,1500067,Repasaż 1
1700196,1700303,12243801,21622433,1700196,Runda 3
1600038,1500563,84706134,21622917,1600038,Runda 2
1500322,1500570,56194668,21623419,1500570,Finał III-V
1500900,1700256,1850364,21623927,1700256,1/16 F
1700117,1500664,75326229,21626135,1500664,Eliminacje
1700252,1600614,79834172,21627577,1700252,Runda 3
1600531,1500955,98948142,21631938,1600531,Runda 3
1500215,1500006,17310057,21632395,1500215,1/2 F
1800416,1800091,76385146,21634743,1800091,Runda 3
1800119,1900105,46114846,21635566,1900105,Runda 2
1600531,1700141,29609875,21638392,1700141,Runda 1
1900060,1900233,48751304,21638453,1900060,Runda 2
1500369,1600305,63903257,21639287,1500369,Runda 3
1500315,1500587,84413057,21656068,1500587,1/2 F
1700353,1800235,42832983,21664804,1800235,Runda 2
1600292,1501135,39745036,21669925,1600292,Runda 2
1500447,1500648,93607332,21670555,1500648,Finał I-II
1501132,1600192,60095819,21671532,1501132,Eliminacje
1700385,1900342,49752941,21681698,1700385,Runda 3
1500447,1500648,90027159,21683517,1500648,Runda 2
1600253,1500875,14562316,21692795,1500875,1/2 F
1500845,1700256,2059134,21701690,1500845,Runda 1
1500271,1500198,62146781,21702023,1500271,Runda 2
1500428,1500382,21672731,21704206,1500428,1/2 F
"","",68180786,21706790,"",1/8 F
1501026,1501076,47045722,21708291,1501076,Runda 3
1600402,1500446,79846785,21709246,1600402,Runda 3
1800062,1900362,91846433,21710250,1800062,Runda 5
1500395,1600081,24405662,21711998,1500395,1/2 F
1800031,1500422,41506772,21712013,1500422,Runda 3
1600278,1500006,31474259,21716805,1500006,Eliminacje
1600127,1700530,75447045,21725798,1600127,Runda 2
2000033,1600613,99680724,21727495,1600613,Runda 3
1700114,1501182,41037331,21730155,1700114,Finał III-V
1700405,1500696,59008740,21744594,1700405,Repasaż F
1500196,"",54057244,21745467,"",Runda 4
1500647,1500759,88802823,21754851,1500647,Runda 2
1500094,1501109,47799213,21761847,1501109,Eliminacje
1500468,1500306,45309346,21762126,1500468,Finał I-II
1600034,1500376,20718253,21764940,1500376,Eliminacje
1700090,1700026,27147861,21768455,1700090,Runda 1
1600311,1600196,51785198,21770706,1600311,Runda 2
1500311,1500587,1613793,21784032,1500587,Repasaż 1
1500101,1500682,96086137,21786081,1500101,Runda 3
1500764,1600187,83998111,21793057,1600187,Runda 3
1600604,1700256,76261277,21795202,1600604,1/4 F
1700534,1600531,80104603,21800012,1600531,Runda 4
1500587,1500464,3088118,21802077,1500587,1/4 F
1500141,1500363,51239959,21806315,1500363,Runda 1
1600029,1500211,51400651,21807913,1600029,Runda 3
"",1500191,72603007,21809281,"",Runda 1
1500138,1500095,45304050,21810698,1500095,1/8 F
1900119,1900052,94398353,21811463,1900052,Finał III-V
1900055,1900070,78395416,21817151,1900055,Runda 1
2100093,1700132,26778669,21822966,2100093,Runda 3
1600407,1500094,45304050,21828969,1600407,1/8 F
1700290,1900232,22833525,21833762,1700290,Runda 2
1700538,1800056,77583185,21837006,1800056,Runda 3
1600226,1500360,16876853,21842476,1500360,Runda 1
1500612,1500410,23824590,21843303,1500410,Runda 5
2000343,1700153,5599446,21846224,1700153,Repasaż 1
2000126,1800243,50043570,21847210,1800243,Finał III-V
1600441,1500391,61741458,21849104,1500391,Runda 3
1700214,1800106,4814686,21851064,1800106,Eliminacje
1900405,1800408,12362097,21858493,1800408,Repasaż 1
1500104,1600267,78121789,21861894,1600267,Runda 3
1700163,1600612,79683285,21869003,1700163,Repasaż 1
2000307,1800243,5481615,21878989,2000307,Repasaż 1
1600297,1500533,58703863,21885516,1500533,Runda 2
1700256,1700116,64291308,21891412,1700256,Runda 4
1700224,1900311,49657109,21896966,1900311,Repasaż F
1600295,1700092,93526141,21903672,1600295,Runda 5
1500694,1500310,58379434,21905721,1500310,Runda 3
2000137,2000119,56095434,21908210,2000137,Runda 4
1500112,1700015,77618733,21909092,1700015,Runda 2
1500693,1500640,81080565,21915275,1500693,Runda 3
1700405,1900357,14994860,21916105,1900357,Eliminacje
1800207,1900319,41647131,21918708,1800207,Finał I-II
1500239,1500002,73438170,21920535,1500002,Runda 3
1500445,1500152,19221597,21924307,1500152,Runda 3
1800408,1900101,59350296,21924425,1800408,1/8 F
1800392,1500217,49436380,21925790,1800392,Runda 1
1500377,1500339,57025092,21938729,1500339,Runda 3
1500696,1700416,93420275,21940869,1700416,Repasaż 2
1600267,1700162,15372911,21941462,1600267,1/2 F
1500209,1500217,16089657,21942931,1500217,Runda 1
1500093,1500138,99516088,21944150,1500138,Runda 3
1700376,1700028,40526722,21944434,1700028,Runda 5
1500099,1600024,50548384,21947360,1500099,Runda 2
1700141,1700144,23526486,21949229,1700144,Runda 5
1500329,1600409,85052503,21950253,1600409,Runda 2
1500468,1700469,4329711,21952221,1500468,1/8 F
1700162,1600267,60557106,21958327,1700162,Runda 3
1600403,1500720,56306393,21963169,1600403,Runda 1
1500686,1500434,20855512,21971713,1500434,Runda 1
1500676,1600382,46772681,21972055,1500676,Runda 2
1500465,1500303,40114290,21974470,1500465,Runda 3
1700510,1900217,35096076,21975003,1700510,Runda 2
1700483,1800093,29342106,21980487,1800093,Runda 5
1800194,1600166,36256556,21983894,1600166,Runda 1
1600514,1500586,91847080,21997181,1500586,Repasaż 1
1700026,1600377,94557021,21997387,1600377,Finał III-V
1700208,1700299,6690909,21998601,1700299,1/2 F
1800236,1700064,23170968,22003558,1700064,Runda 2
1500419,1500607,9348549,22006876,1500419,1/4 F
1900332,1800292,42559292,22008346,1800292,Runda 2
1500066,1500069,62604710,22013961,1500066,Finał I-II
1500449,1500662,63126531,22015500,1500662,Repasaż F
1500428,1700114,26660477,22016799,1500428,Runda 2
1500397,1500341,61866354,22023156,1500397,Finał I-II
1800073,1800315,72974065,22034468,1800073,Runda 2
1900311,2000004,76088418,22036620,2000004,Runda 2
1500216,1600278,73073190,22040916,1500216,Runda 4
1500209,1500720,64255093,22047569,1500209,Runda 5
1900346,1800082,83542784,22052872,1800082,Runda 2
1500070,1500737,47593240,22056686,1500070,Finał I-II
1800119,2000185,46114846,22059203,1800119,Runda 4
1700453,1700167,79282850,22062404,1700167,Runda 1
1600621,1800313,78395416,22063896,1600621,1/2 F
1500909,1500941,80735694,22065525,1500941,Runda 1
1500720,1500112,6202346,22065843,1500720,Runda 2
1900078,2000007,60792020,22072364,2000007,Runda 3
1800153,1800192,87416723,22076140,1800192,1/4 F
1501106,1500819,70011052,22076595,1501106,1/4 F
1500383,1501193,33444249,22085786,1500383,1/2 F
1500106,1500428,48850037,22089368,1500428,Runda 5
1500157,"",95690705,22089984,"",Repasaż 1
1600265,1600267,14562316,22091438,1600267,Eliminacje
1500902,1500432,78327569,22097329,1500902,Runda 5
1800364,1800392,28691493,22103158,1800364,Runda 2
1500693,1500423,27860395,22103323,1500423,Runda 3
1500329,1500985,58889666,22104789,1500329,Runda 2
1500549,1500724,73487702,22105910,1500549,Runda 2
1500728,1500612,82523178,22106216,1500612,1/4 F
1500214,1700010,96638831,22109296,1700010,Finał III-V
1700453,1700162,59005737,22111972,1700162,Runda 2
1501188,1500346,44806288,22113242,1501188,Runda 2
1500330,1600535,98067904,22113460,1500330,1/4 F
1600531,1700254,98533905,22125327,1600531,Finał I-II
1500104,1600407,13569921,22126207,1600407,1/8 F
1500976,1500142,85007409,22127177,1500142,Repasaż 1
1500192,1500091,60346016,22136335,1500192,Runda 2
1500727,1500370,47729096,22146047,1500370,Finał I-II
1500237,1500096,4959812,22153305,1500237,Runda 3
1500112,1500008,93546621,22154951,1500008,Runda 3
1600369,1800351,32450164,22163154,1800351,Runda 3
1600618,2100077,20409138,22165452,2100077,Runda 3
1500573,1500565,99969318,22168680,1500573,Runda 1
2000077,1501107,13325464,22172979,1501107,Runda 3
1700317,1800082,71616537,22175929,1800082,1/8 F
1800425,2000336,36113736,22176054,1800425,Runda 2
2000286,1800080,54582648,22180377,1800080,Runda 2
1500001,1500429,74501731,22182435,1500001,Runda 2
2000013,2000008,64497943,22182512,2000013,Runda 1
1500160,1700013,68716997,22185965,1500160,1/4 F
1500101,1500377,36072889,22186495,1500377,Runda 5
1800239,1800099,32057486,22187669,1800239,Runda 2
1600094,1600604,57511183,22194185,1600604,Eliminacje
1700076,1800019,64329928,22194303,1800019,Runda 1
1500728,1500323,43514257,22198808,1500323,1/2 F
1600337,1500900,35151883,22198902,1600337,Runda 5
1500160,1500215,25321920,22199130,1500215,Runda 2
1501116,1700420,47222648,22202988,1501116,1/4 F
1700118,1700333,99253438,22206358,1700333,Repasaż F
1500843,1600131,80256008,22211111,1500843,Runda 3
1800247,1800104,62234611,22216755,1800104,1/2 F
1800239,1600154,42832983,22216823,1600154,Runda 5
1500288,1500951,73421352,22225790,1500951,Runda 2
2000016,1900311,76088418,22227376,1900311,Runda 4
1600428,1700415,14062245,22231322,1600428,Runda 1
"",1500067,42229029,22234461,1500067,Repasaż 1
1600284,1600318,73848237,22240283,1600284,Finał III-V
1500322,1600374,600349,22244030,1500322,Runda 1
1700256,1700453,84645154,22245809,1700453,Runda 1
1600331,1600295,31578984,22246205,1600331,1/4 F
1600458,1600522,82320196,22246269,1600458,Runda 3
1500305,1500677,81516277,22247540,1500305,Runda 2
1501032,1501013,33738488,22250231,1501013,Runda 3
1500715,1500978,45966597,22250504,1500978,Runda 3
1600331,1600615,39716829,22250940,1600615,1/2 F
1500321,1500819,54295013,22256184,1500321,1/4 F
1600458,1700404,63614464,22257956,1600458,Runda 5
1700486,1900105,76385146,22259922,1900105,Runda 1
1500652,1500779,59202198,22260138,1500652,Runda 2
1700015,1500100,59254820,22261061,1500100,Runda 1
1500539,1501199,93194447,22262897,1501199,Runda 3
2000258,2000268,20336039,22269245,2000258,Runda 3
1500213,1800017,31801638,22271267,1500213,Runda 2
1500554,1500342,72543252,22275693,1500342,Runda 3
1501123,1500104,91249773,22289579,1501123,Runda 1
1600067,1700145,13706354,22289856,1700145,Runda 3
1800060,1501188,48064939,22291862,1501188,Eliminacje
1500320,1500371,88142337,22294854,1500320,Runda 3
1700015,1500977,32350316,22299987,1700015,Runda 1
1500330,1600531,82320196,22313504,1600531,Finał I-II
1500379,1500353,4431247,22316008,1500353,Finał I-II
1800049,2000195,27746578,22322183,2000195,Runda 2
1500008,1500217,74778142,22324207,1500008,Finał I-II
1500195,1500083,86785103,22328320,1500083,Runda 2
1900388,2000309,18961337,22328826,1900388,Runda 3
1500682,1501001,33738488,22329869,1500682,Runda 1
1501184,1800015,58027279,22332042,1800015,Runda 2
1500311,2100075,2856085,22338019,1500311,Runda 3
1500907,1700398,49916389,22340735,1500907,Repasaż 1
1500160,1500268,30111009,22342994,1500160,1/2 F
1900125,1800144,44543891,22344381,1800144,Runda 4
1500124,1600019,53155950,22347428,1500124,1/4 F
1700353,1600263,39438679,22347599,1700353,1/2 F
1500315,1500144,7816887,22355554,1500144,Runda 2
1900171,2000137,56095434,22355766,1900171,Runda 3
1900308,1800092,28686445,22355938,1800092,1/2 F
1500435,1600500,33771810,22356841,1500435,Runda 1
1700181,1900052,94398353,22366448,1700181,1/2 F
"",1500051,39344844,22366768,"",Runda 3
1800022,1800185,84525260,22373708,1800185,Runda 1
1700161,1700315,99253438,22374036,1700161,1/4 F
1700143,1700153,19973218,22378840,1700143,Runda 2
1500470,1500480,9348549,22386201,1500480,1/2 F
1500720,1700015,18893899,22392813,1700015,Runda 1
1600419,1600374,21908559,22401713,1600419,Runda 3
1600149,1600083,99228686,22404665,1600083,1/8 F
1600297,1501182,41561051,22407483,1501182,Runda 1
1500426,1500381,47994778,22409076,1500426,Runda 2
1500635,1600094,55368674,22413018,1500635,Repasaż 1
1500012,1500011,37964350,22415337,1500012,Runda 1
1500101,1500290,37298442,22427030,1500101,Runda 1
1700260,1600042,84197756,22427367,1600042,Runda 2
1800116,1700234,918964,22435614,1800116,Runda 5
1500147,1500297,84383667,22436620,1500147,Runda 3
2000079,1800047,41274886,22438952,2000079,Runda 3
"","",68180786,22441403,"",Repasaż 2
1501109,1500093,57637638,22441641,1501109,Runda 3
1900145,1800348,80340877,22443313,1900145,Runda 3
1500587,1500239,15205627,22445432,1500239,Runda 2
1500386,1500717,88996256,22446895,1500717,Finał I-II
1600077,1500874,12098763,22446922,1500874,Finał III-V
1500329,1500361,49464894,22452939,1500329,1/4 F
1500176,1500208,74477045,22457608,1500208,Repasaż 1
1500137,1500163,39468055,22461727,1500137,Runda 1
1900266,1900250,97056983,22462276,1900250,Runda 1
1700459,1500663,40583759,22468835,1500663,Finał III-V
1500571,1500538,61881891,22470115,1500538,Runda 2
1700331,1800415,23133382,22474353,1800415,1/2 F
1500423,1500007,31128538,22476089,1500007,1/2 F
1500922,1600294,36572953,22476498,1600294,1/4 F
"",1500148,61313698,22479913,1500148,Eliminacje
1600226,1600531,85647636,22485440,1600226,Runda 2
1700177,1800098,91846433,22488974,1700177,Runda 4
1600433,1700390,39799487,22490337,1700390,Finał I-II
1500379,1500451,48170426,22491240,1500379,Runda 2
1500335,1500612,92792802,22501645,1500335,Runda 3
1500586,1500433,41278846,22504815,1500586,1/4 F
1600267,1700260,56168728,22507333,1600267,Runda 3
1700038,"",75232635,22515072,1700038,Finał I-II
1700428,1600204,32562951,22521434,1700428,Eliminacje
1600621,1600619,62104830,22523235,1600621,Eliminacje
1900070,1900170,75783238,22528427,1900170,Runda 5
1500375,1500144,50640494,22530257,1500375,Runda 5
1500545,1500566,99969318,22536650,1500545,Runda 3
2000171,1700076,66669916,22541719,1700076,Runda 3
1500147,1500539,3147876,22544995,1500147,Runda 2
1501195,1600311,31257902,22555684,1501195,Runda 2
1700151,1900057,68680325,22559238,1700151,Runda 1
1600410,1501090,17754166,22559603,1501090,Runda 3
1600264,1500410,39368321,22560697,1500410,Runda 3
1700406,1500154,60657243,22575733,1700406,Runda 1
1500947,1500310,72372387,22576738,1500947,1/2 F
1700233,1700307,75768718,22579632,1700307,Eliminacje
1500241,1500196,99917894,22581269,1500196,1/4 F
1500309,1500725,25532992,22593233,1500309,Finał III-V
1500163,1800011,99549345,22600974,1800011,Runda 2
1600607,1501086,65438664,22602576,1501086,Runda 2
1500142,1500094,16837347,22604499,1500142,Eliminacje
1500037,1500274,57943848,22636140,1500274,Runda 4
1800392,1800364,95925989,22636499,1800392,Finał I-II
1500003,1500404,50223009,22638539,1500003,1/2 F
1900105,1900157,12377586,22640459,1900105,Eliminacje
1800353,1600373,47194483,22641786,1600373,1/8 F
1900379,2000344,79745814,22648773,1900379,Runda 2
1500950,1500587,22118522,22651389,1500587,Runda 3
1500429,1500376,59609902,22653167,1500376,Finał I-II
1700525,1800140,37630788,22653422,1800140,Repasaż F
1500419,1500950,74869008,22662040,1500950,Runda 2
1500001,1500160,59661914,22666187,1500160,1/2 F
1900082,1800239,15556557,22670767,1800239,Runda 1
1700061,1800078,82442646,22678634,1800078,Runda 2
1700514,1700496,75524600,22679958,1700496,Runda 3
1600604,1700353,41466803,22684447,1600604,1/2 F
1500095,1500973,85007409,22685266,1500095,Finał III-V
1600576,1500298,36096122,22685864,1600576,Runda 2
1500853,1700362,79893187,22686189,1500853,Runda 1
1700516,1600331,84036179,22689133,1600331,Eliminacje
1500386,1500394,46418389,22689499,1500386,Finał I-II
1600391,1900305,46135888,22692313,1600391,Repasaż F
1500425,1501081,67826758,22697323,1500425,Runda 2
1700386,1700373,37883652,22701709,1700386,Runda 3
1800208,1800113,13462697,22702844,1800208,1/8 F
1500324,1500655,70758684,22706464,1500655,Runda 2
1500506,1500494,91342889,22715383,1500506,1/2 F
1501188,1800093,69866915,22719616,1501188,Finał III-V
1700440,1500426,18403402,22722391,1500426,Runda 4
1900238,1800407,38525397,22728445,1900238,Runda 2
1500001,1500267,31844315,22729176,1500001,Eliminacje
1500446,1500410,9384056,22736750,1500410,Runda 3
2100214,2100196,83796805,22742739,2100214,Finał III-V
1700144,1600094,26770071,22742910,1700144,Runda 2
1600268,1500635,22058627,22745434,1500635,Repasaż F
1500428,1501191,20860117,22746516,1501191,Runda 3
2000046,2000018,31299250,22748397,2000046,Runda 3
1500333,1501044,15321006,22748548,1500333,Runda 2
1600075,2000152,87500211,22754602,1600075,1/16 F
1800359,1600125,54302056,22766408,1600125,Runda 5
2100211,1900153,25862419,22769211,1900153,Runda 3
1500587,1800379,79773226,22773614,1500587,Finał I-II
1500209,1500156,57997746,22774271,1500156,1/2 F
1900122,2000022,79745814,22776663,2000022,Runda 3
1600375,1500381,64882434,22782936,1500381,Runda 2
2000206,2000328,82742342,22785895,2000206,Runda 4
1500336,1500382,28784655,22786471,1500382,Runda 2
1501049,1501077,47045722,22788623,1501077,Runda 1
1500426,1500408,14602497,22791542,1500426,1/2 F
2000097,2000093,63076919,22797542,2000093,Runda 1
1800003,1700110,10452172,22801356,1800003,Runda 2
1500237,1900003,67148296,22802543,1500237,Runda 3
